numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07872;20220201071000;1355.000000;mq;mq;265.950000;261.760000;72;mq;mq;mq;mq;mq;mq;/;/;/;mq;263.150000;mq;266.750000;mq;0.400000;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07876;20220216084500;1270.000000;0;0.000000;273.450000;mq;mq;73;7;0;8;8;30;/;/;/;4.100000;mq;mq;mq;mq;0.910000;0.050000;-99;768.000000;3105.000000;mq;272.750000;mq;0;mq;0;mq;mq;mq;mq;3;270;6.000000;mq;mq;mq;1;2;mq;mq;mq;
07885;20220216082000;1603.000000;0;0.000000;271.550000;269.520000;86;71;0;7;8;8;30;5;/;/;1.000000;mq;266.050000;mq;274.050000;0.900000;0.030000;-99;768.000000;3103.000000;mq;271.150000;mq;0;mq;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;1;60.000000;
07887;20220216083000;1500.000000;20;31.000000;271.350000;270.660000;95;71;7;0;8;8;30;5;/;/;4.400000;mq;267.150000;mq;271.650000;1.100000;0.050000;-99;768.000000;3105.000000;mq;270.150000;mq;0;mq;mq;mq;mq;mq;mq;4;270;4.000000;1.600000;0.080000;mq;1;1;mq;0;120.000000;
07892;20220216073000;1700.000000;0;0.000000;268.550000;267.730000;94;70;0;7;8;8;450;0;2;/;0.600000;mq;262.250000;mq;270.650000;1.060000;0.010000;-99;768.000000;3101.000000;mq;267.650000;mq;0;0;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;1;80.000000;
07893;20220216081500;1780.000000;0;0.000000;270.950000;269.680000;91;73;7;0;9;9;mq;/;/;/;1.000000;mq;263.650000;mq;271.050000;1.230000;0.020000;-99;768.000000;3102.000000;mq;268.650000;mq;0;mq;0;mq;mq;mq;mq;3;mq;mq;1.630000;0.030000;mq;1;2;mq;1;100.000000;
07901;20220216070000;1867.000000;0;0.000000;269.250000;268.570000;95;70;7;0;8;8;mq;6;/;/;2.500000;mq;265.250000;mq;269.950000;1.250000;0.070000;-99;768.000000;3107.000000;mq;270.350000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;0;40.000000;
07907;20220216082000;1585.000000;0;0.000000;272.650000;269.960000;82;71;7;4;9;9;mq;/;/;/;1.900000;mq;266.550000;mq;277.650000;0.880000;0.020000;-99;768.000000;3102.000000;mq;271.750000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;0;90.000000;
07920;20220216080000;1720.000000;0;0.000000;271.550000;270.130000;90;71;7;0;9;9;mq;/;/;/;1.800000;mq;265.250000;mq;272.750000;0.700000;0.020000;-99;768.000000;3102.000000;mq;269.550000;mq;0;mq;0;mq;mq;mq;mq;2;210;5.000000;mq;mq;mq;1;1;mq;0;90.000000;
07928;20220216084500;1530.000000;220;2.000000;272.050000;271.490000;96;73;7;7;9;9;mq;/;/;/;4.000000;mq;268.950000;mq;272.250000;1.110000;0.070000;-99;768.000000;3107.000000;mq;271.450000;mq;0;mq;4;mq;mq;mq;mq;4;220;4.000000;1.300000;0.110000;mq;9;9;mq;0;80.000000;
07943;20220216085500;1650.000000;270;2.000000;275.650000;275.370000;98;60;6;4;9;9;mq;/;/;/;10.000000;mq;271.150000;mq;275.650000;0.400000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;mq;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;3;mq;1;240.000000;
07968;20220216083000;1569.000000;0;0.000000;276.650000;275.320000;91;0;6;6;8;8;450;6;7;/;6.200000;mq;272.850000;mq;278.950000;0.380000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;1;mq;mq;mq;mq;mq;3;310;2.000000;1.720000;0.030000;mq;6;6;mq;2;180.000000;
07973;20220216084500;1472.000000;270;7.000000;276.750000;275.260000;90;65;7;6;9;9;mq;/;/;/;12.000000;mq;270.650000;mq;276.750000;0.550000;0.000000;-99;768.000000;3100.000000;mq;272.950000;mq;0;mq;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;6;mq;2;mq;
07976;20220216083000;1530.000000;270;7.000000;275.350000;272.930000;84;63;7;6;9;9;mq;/;/;/;2.700000;mq;270.450000;mq;275.450000;0.200000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6;3;mq;1;440.000000;
07589;20220216084000;1570.000000;0;0.000000;272.950000;mq;mq;71;7;3;8;8;250;6;/;/;0.900000;mq;266.950000;mq;274.150000;0.670000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;8;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07596;20220216093000;1717.000000;0;0.000000;270.450000;260.420000;46;0;0;4;7;2;1250;0;3;2;0.000000;mq;267.350000;mq;278.150000;0.470000;0.000000;-99;768.000000;3100.000000;mq;269.150000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;0;2;mq;1;135.000000;
07598;20220216094000;2085.000000;0;0.000000;271.450000;265.120000;62;0;0;0;4;2;150;2;0;7;0.000000;mq;264.650000;mq;272.550000;0.580000;0.000000;-99;768.000000;3100.000000;mq;269.150000;mq;0;3;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;9;2;mq;1;120.000000;
07858;20220216090000;1768.000000;220;5.000000;271.550000;270.570000;93;71;7;7;9;9;450;/;/;/;5.400000;mq;266.250000;mq;271.950000;1.600000;0.050000;-99;768.000000;3105.000000;mq;270.650000;mq;0;0;mq;mq;mq;mq;mq;4;220;6.000000;2.400000;0.050000;mq;1;1;mq;0;160.000000;
07915;20220216085500;2420.000000;0;0.000000;271.850000;263.490000;53;71;7;0;9;9;mq;/;/;/;mq;mq;264.150000;mq;271.850000;0.800000;0.100000;-99;768.000000;3110.000000;mq;271.150000;mq;0;mq;5;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;3;mq;0;130.000000;
07927;20220216093000;2100.000000;0;0.000000;270.750000;256.650000;33;0;0;0;3;2;450;5;3;2;0.000000;mq;266.450000;mq;273.850000;0.650000;0.000000;-99;768.000000;3100.000000;mq;265.850000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;8;2;mq;1;140.000000;
07929;20220216091500;1855.000000;0;0.000000;273.550000;265.320000;54;0;0;0;2;1;450;6;0;2;0.000000;mq;265.450000;mq;273.750000;0.910000;0.000000;-99;768.000000;3100.000000;mq;265.950000;mq;0;0;mq;mq;mq;mq;mq;3;180;4.000000;mq;mq;mq;2;2;mq;1;130.000000;
07935;20220216090000;2140.000000;90;2.000000;272.350000;264.890000;57;0;0;0;2;0;8000;0;0;9;0.000000;mq;265.550000;mq;274.450000;0.300000;0.000000;-99;768.000000;3100.000000;mq;270.050000;mq;mq;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07940;20220216083500;1900.000000;270;6.000000;271.650000;264.230000;57;0;0;0;3;3;800;0;7;0;0.000000;mq;267.950000;mq;271.650000;0.650000;0.000000;-99;768.000000;3100.000000;mq;268.750000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;3;3;mq;1;110.000000;
07942;20220216082000;1910.000000;0;0.000000;270.550000;262.750000;55;0;0;0;4;0;8000;0;0;2;0.000000;mq;267.950000;mq;273.950000;0.630000;0.000000;-99;768.000000;3100.000000;mq;266.650000;mq;0;0;0;mq;mq;mq;mq;3;0;0.000000;mq;mq;mq;3;2;mq;1;100.000000;
07952;20220216092000;1840.000000;310;2.000000;274.350000;mq;mq;60;7;6;9;9;mq;/;/;/;11.000000;mq;mq;mq;mq;2.100000;0.010000;-99;768.000000;3101.000000;mq;273.150000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;6;mq;1;240.000000;
07972;20220216085000;1715.000000;360;14.000000;mq;mq;mq;61;3;4;mq;mq;mq;/;/;/;9.000000;mq;mq;mq;mq;mq;0.000000;-99;768.000000;3100.000000;mq;270.150000;mq;0;mq;0;mq;mq;mq;mq;3;360;14.000000;mq;mq;mq;6;6;mq;mq;mq;
07977;20220216090000;2087.000000;0;0.000000;273.250000;272.970000;98;61;7;4;9;9;mq;/;/;/;4.000000;mq;267.050000;mq;273.250000;0.900000;0.070000;-99;768.000000;3107.000000;mq;269.850000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;3;mq;2;mq;
07981;20220216091200;2108.000000;310;7.000000;274.550000;272.470000;86;60;7;7;8;8;800;0;0;9;8.000000;mq;271.150000;mq;274.550000;0.750000;0.010000;-99;768.000000;3101.000000;mq;271.150000;mq;0;9;0;mq;mq;mq;mq;mq;270;14.000000;mq;mq;mq;1;1;mq;mq;mq;
07582;20220216083000;1350.000000;0;0.000000;272.550000;271.700000;94;71;7;0;9;9;mq;/;/;/;0.900000;mq;267.250000;mq;274.950000;0.750000;0.010000;-99;768.000000;3101.000000;mq;272.350000;mq;0;mq;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;1;mq;1;110.000000;
07811;20220216081000;2350.000000;0;0.000000;268.850000;264.910000;74;mq;mq;mq;mq;mq;mq;/;/;/;3.000000;261.750000;mq;269.250000;mq;0.780000;0.030000;-99;768.000000;3103.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07875;20220216085500;1860.000000;0;0.000000;272.250000;271.260000;93;71;7;0;9;9;mq;0;2;/;5.000000;mq;263.150000;mq;274.150000;1.370000;0.050000;-99;768.000000;3105.000000;mq;270.850000;mq;0;mq;mq;mq;mq;mq;mq;3;310;13.000000;2.150000;mq;mq;1;2;mq;1;100.000000;
07903;20220216085500;1400.000000;0;0.000000;274.250000;273.100000;92;73;7;0;9;9;mq;/;/;/;10.400000;mq;268.450000;mq;274.250000;0.570000;0.040000;-99;768.000000;3104.000000;mq;272.850000;mq;0;mq;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;9;mq;1;230.000000;
07936;20220216085000;2020.000000;270;2.000000;269.350000;263.930000;66;0;0;0;5;5;800;0;3;2;0.000000;mq;263.850000;mq;273.250000;0.680000;0.000000;-99;768.000000;3100.000000;mq;266.750000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;3;2;mq;1;100.000000;
07886;20220216083000;1710.000000;0;0.000000;272.850000;271.410000;90;86;7;7;9;9;mq;/;/;/;12.500000;mq;266.650000;mq;272.950000;0.900000;0.100000;-99;768.000000;3110.000000;mq;269.650000;mq;0;mq;mq;mq;mq;mq;mq;3;360;3.000000;mq;mq;mq;1;1;mq;0;170.000000;
07902;20220216080500;2022.000000;0;0.000000;271.950000;271.670000;98;73;7;4;9;9;mq;/;/;/;8.200000;mq;264.650000;mq;271.950000;1.750000;0.060000;-99;768.000000;3106.000000;mq;267.850000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;9;mq;0;130.000000;
07953;20220216081500;1800.000000;310;1.000000;275.150000;274.720000;97;61;7;4;9;9;mq;/;/;/;4.900000;mq;268.950000;mq;275.950000;1.140000;0.020000;-99;768.000000;3102.000000;mq;272.850000;mq;0;mq;mq;mq;mq;mq;mq;3;310;8.000000;mq;mq;mq;6;9;mq;1;170.000000;
07982;20220216094000;1753.000000;40;2.000000;276.450000;273.670000;82;61;7;3;8;8;800;0;2;/;8.800000;mq;268.750000;mq;mq;1.400000;0.060000;-99;768.000000;3106.000000;mq;273.150000;mq;0;0;4;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;7;mq;1;mq;
07872;20220216080000;1355.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;mq;0.070000;-99;768.000000;3107.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07889;20220216093000;1800.000000;0;0.000000;269.050000;265.620000;77;70;7;4;9;9;mq;/;/;/;1.200000;mq;264.850000;mq;270.850000;0.640000;0.010000;-99;768.000000;3101.000000;mq;271.850000;mq;0;mq;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;mq;mq;
07922;20220216083000;2295.000000;310;2.000000;270.450000;269.040000;90;71;7;0;8;8;450;5;1;/;0.700000;mq;261.650000;mq;270.450000;0.730000;0.020000;-99;768.000000;3102.000000;mq;265.850000;mq;0;mq;0;mq;mq;mq;mq;3;310;7.000000;mq;mq;mq;2;3;mq;2;120.000000;
07923;20220216101000;1895.000000;0;0.000000;271.750000;266.220000;66;0;0;0;2;2;150;5;7;0;0.000000;mq;264.850000;mq;272.650000;0.650000;0.000000;-99;768.000000;3100.000000;mq;269.150000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;8;2;mq;1;mq;
07960;20220216100000;1590.000000;0;0.000000;276.450000;276.310000;99;45;6;4;9;9;mq;/;/;/;12.700000;mq;269.950000;mq;276.450000;0.600000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;mq;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;6;3;mq;2;mq;
07818;20220216085500;1254.000000;180;2.000000;274.450000;273.740000;95;84;7;6;8;8;250;5;/;/;13.000000;mq;267.850000;mq;274.550000;0.640000;0.070000;-99;768.000000;3107.000000;mq;273.050000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;3;mq;1;200.000000;
07912;20220216070000;1713.000000;60;1.000000;264.850000;262.930000;86;0;7;0;7;7;1250;5;3;0;0.400000;mq;263.750000;mq;273.050000;0.880000;0.010000;-99;768.000000;3101.000000;mq;266.650000;mq;0;0;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;3;mq;mq;mq;
07888;20220216071000;1788.000000;0;0.000000;272.050000;267.830000;73;0;7;7;7;7;250;0;7;/;1.000000;mq;266.450000;mq;272.050000;0.800000;0.010000;-99;768.000000;3101.000000;mq;270.850000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;0;10.000000;
07595;20220216123000;1915.000000;0;0.000000;274.050000;254.150000;21;70;7;0;8;8;450;5;/;/;mq;mq;mq;mq;mq;0.600000;0.010000;-50;750.000000;3101.000000;mq;271.150000;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;9;9;mq;mq;mq;
07711;20220216065000;1524.000000;0;0.000000;269.950000;268.840000;92;70;7;4;8;4;mq;0;2;/;0.300000;mq;267.250000;mq;278.750000;1.000000;0.010000;-99;768.000000;3101.000000;mq;269.250000;mq;0;mq;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;2;mq;1;100.000000;
07904;20220216061500;2080.000000;270;1.000000;265.650000;263.710000;86;16;3;0;7;7;800;5;7;/;0.000000;mq;262.050000;mq;269.450000;1.290000;0.000000;-99;768.000000;3100.000000;mq;266.150000;mq;0;9;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;3;3;mq;mq;mq;
07916;20220216082000;1594.000000;0;0.000000;272.350000;270.920000;90;70;7;4;9;9;mq;/;/;/;2.000000;mq;271.950000;mq;274.650000;0.850000;0.030000;-99;768.000000;3103.000000;mq;270.650000;mq;0;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;1;mq;2;mq;
07920;20220216124500;1720.000000;360;2.000000;274.650000;272.720000;87;61;7;7;9;9;mq;/;/;/;mq;mq;mq;mq;mq;0.780000;0.080000;-50;750.000000;3108.000000;mq;272.850000;mq;0;mq;mq;mq;mq;mq;mq;3;310;12.000000;1.300000;0.050000;mq;6;2;mq;1;140.000000;
07926;20220216124000;2185.000000;40;2.000000;274.450000;270.140000;73;88;0;0;7;5;450;6;2;/;mq;mq;mq;mq;mq;1.150000;0.000000;-50;750.000000;3100.000000;mq;272.150000;mq;0;0;0;mq;mq;mq;mq;3;310;7.000000;1.040000;0.000000;mq;9;3;mq;2;mq;
07927;20220216122000;2100.000000;0;0.000000;272.350000;264.660000;56;0;0;0;7;7;450;5;3;2;mq;mq;mq;mq;mq;0.650000;0.000000;-50;750.000000;3100.000000;mq;269.350000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;2;mq;1;160.000000;
07939;20220216123500;1860.000000;0;0.000000;276.750000;269.020000;57;0;0;0;4;2;1250;2;0;2;mq;mq;mq;mq;mq;0.690000;0.000000;-50;750.000000;3100.000000;mq;268.950000;mq;0;0;0;mq;mq;mq;mq;2;0;0.000000;0.790000;0.000000;mq;3;2;mq;mq;mq;
07977;20220216122900;2087.000000;360;2.000000;274.450000;274.170000;98;45;7;4;9;9;mq;/;/;/;mq;mq;mq;mq;mq;0.900000;0.000000;-50;750.000000;3100.000000;mq;271.250000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;3;mq;2;mq;
07590;20220216125000;1270.000000;0;0.000000;275.950000;271.590000;73;0;0;0;8;8;800;6;/;/;mq;mq;mq;mq;mq;0.260000;0.000000;-50;750.000000;3100.000000;mq;271.950000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07884;20220216080000;1400.000000;mq;mq;mq;mq;mq;mq;7;mq;mq;mq;mq;/;/;/;4.000000;mq;mq;mq;mq;1.200000;0.050000;-99;768.000000;3105.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07890;20220216085000;2208.000000;360;2.000000;270.950000;266.940000;74;71;7;3;8;8;450;0;2;/;0.100000;mq;266.050000;mq;mq;1.100000;0.010000;-99;768.000000;3101.000000;mq;271.350000;mq;0;0;5;mq;mq;mq;mq;3;360;10.000000;mq;mq;mq;1;3;mq;2;mq;
07891;20220216083000;1209.000000;0;0.000000;mq;mq;85;73;7;6;9;9;mq;/;/;/;2.100000;mq;mq;mq;mq;0.950000;0.040000;-99;768.000000;3104.000000;mq;273.150000;mq;0;mq;0;mq;mq;mq;mq;3;90;2.000000;1.950000;0.100000;mq;1;2;mq;mq;mq;
07931;20220216112000;1665.000000;90;2.000000;277.950000;267.010000;45;0;0;0;2;2;1750;0;3;0;mq;mq;mq;mq;mq;0.200000;0.000000;-50;750.000000;3100.000000;mq;272.150000;mq;0;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2;3;mq;mq;mq;
07856;20220216113000;1620.000000;0;0.000000;274.350000;273.780000;96;71;7;0;8;8;150;6;/;/;mq;mq;mq;mq;mq;1.150000;0.070000;-50;750.000000;3107.000000;mq;271.250000;mq;0;0;mq;mq;mq;mq;mq;3;220;7.000000;2.500000;0.050000;mq;1;2;mq;0;220.000000;
07894;20220216070500;1350.000000;0;0.000000;271.750000;270.170000;89;44;7;4;8;8;450;6;/;/;0.500000;mq;265.850000;mq;275.550000;0.740000;0.010000;-99;768.000000;3101.000000;mq;271.450000;mq;0;mq;1;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;0;100.000000;
07896;20220216072000;1416.000000;0;0.000000;269.850000;269.020000;94;0;7;0;8;8;1250;0;2;/;0.500000;mq;266.650000;mq;273.650000;0.920000;0.010000;-99;768.000000;3101.000000;mq;270.450000;mq;0;mq;mq;mq;mq;mq;mq;3;0;0.000000;mq;mq;mq;1;2;mq;1;60.000000;
07498;20220216124600;1854.000000;360;1.000000;271.550000;268.720000;81;70;7;7;8;8;250;6;/;/;mq;mq;mq;mq;mq;1.210000;0.080000;-50;750.000000;3108.000000;mq;270.150000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07721;20220216131000;1760.000000;180;6.000000;273.450000;273.450000;100;71;7;4;9;9;mq;/;/;/;mq;mq;mq;mq;mq;1.350000;0.060000;-50;750.000000;3106.000000;mq;271.950000;mq;0;mq;0;mq;mq;mq;mq;3;220;5.000000;1.340000;0.080000;mq;1;2;mq;0;mq;
07885;20220216122000;1603.000000;270;2.000000;274.350000;273.490000;94;61;7;6;8;8;30;5;/;/;mq;mq;mq;mq;mq;0.900000;0.030000;-50;750.000000;3103.000000;mq;272.050000;mq;0;mq;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;2;mq;1;80.000000;
07895;20220216122000;1970.000000;0;0.000000;274.150000;273.580000;96;71;7;7;8;8;150;0;2;/;mq;mq;mq;mq;mq;1.250000;0.050000;-50;750.000000;3105.000000;mq;271.550000;mq;0;0;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;1;80.000000;
07901;20220216115000;1867.000000;0;0.000000;273.050000;272.050000;93;73;7;7;9;9;mq;/;/;/;mq;mq;mq;mq;mq;1.320000;0.070000;-50;750.000000;3107.000000;mq;271.950000;mq;0;mq;mq;mq;mq;mq;mq;3;270;2.000000;2.100000;mq;mq;1;1;mq;0;50.000000;
07904;20220216123000;2080.000000;0;0.000000;272.550000;270.180000;84;75;7;4;9;9;mq;/;/;/;mq;mq;mq;mq;mq;1.310000;0.070000;-50;750.000000;3107.000000;mq;269.750000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07921;20220216132000;1680.000000;0;0.000000;276.450000;265.640000;45;0;0;0;8;6;800;0;7;7;mq;mq;mq;mq;mq;0.650000;0.000000;-50;750.000000;3100.000000;mq;271.650000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;0.000000;mq;2;2;mq;mq;mq;
07922;20220216130000;2295.000000;310;2.000000;266.650000;265.710000;93;71;4;7;7;7;250;5;2;/;mq;mq;mq;mq;mq;0.760000;0.030000;-50;750.000000;3103.000000;mq;271.050000;mq;0;9;4;mq;mq;mq;mq;3;310;7.000000;mq;mq;mq;9;2;mq;2;120.000000;
07925;20220216132000;1905.000000;310;2.000000;275.250000;265.100000;47;0;7;0;6;6;250;6;7;/;mq;mq;mq;mq;mq;0.590000;0.000000;-50;750.000000;3100.000000;mq;270.750000;mq;0;0;0;mq;mq;mq;mq;3;310;10.000000;0.680000;0.010000;mq;1;2;mq;2;mq;
07929;20220216125500;1855.000000;0;0.000000;272.850000;267.660000;68;0;0;0;4;3;800;5;0;2;mq;mq;mq;mq;mq;0.910000;0.000000;-50;750.000000;3100.000000;mq;267.350000;mq;0;0;mq;mq;mq;mq;mq;3;210;5.000000;mq;mq;mq;2;2;mq;1;120.000000;
07881;20220216130500;2550.000000;270;8.000000;270.750000;270.060000;95;71;7;0;9;9;mq;/;/;/;mq;mq;mq;mq;mq;1.970000;0.040000;-50;750.000000;3104.000000;mq;271.350000;mq;0;mq;5;mq;mq;mq;mq;3;310;8.000000;mq;mq;mq;1;2;mq;1;120.000000;
07900;20220216130500;2040.000000;40;2.000000;273.850000;270.100000;76;73;7;3;9;9;mq;/;/;/;mq;mq;mq;mq;mq;1.100000;0.070000;-50;750.000000;3107.000000;mq;271.350000;mq;0;mq;mq;mq;mq;mq;mq;3;360;2.000000;2.600000;mq;mq;9;2;mq;0;80.000000;
07903;20220216140000;1400.000000;0;0.000000;277.050000;275.720000;91;63;6;7;9;9;mq;/;/;/;mq;mq;mq;mq;mq;0.530000;0.010000;-50;750.000000;3101.000000;mq;272.950000;mq;0;mq;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;6;6;mq;1;300.000000;
07942;20220216120000;1910.000000;0;0.000000;276.350000;266.390000;48;0;0;0;4;0;8000;0;0;2;mq;mq;mq;mq;mq;0.600000;0.000000;-50;750.000000;3100.000000;mq;268.350000;mq;0;9;0;mq;mq;mq;mq;2;0;0.000000;mq;mq;mq;3;2;mq;1;160.000000;
07887;20220216130000;1500.000000;0;0.000000;274.650000;274.080000;96;61;7;6;8;8;30;5;/;/;mq;mq;mq;mq;mq;1.100000;0.080000;-50;750.000000;3108.000000;mq;273.150000;mq;0;mq;mq;mq;mq;mq;mq;4;360;2.000000;1.650000;0.080000;mq;2;2;mq;0;120.000000;
07928;20220216135900;1530.000000;220;2.000000;274.050000;273.770000;98;60;7;7;9;9;mq;/;/;/;mq;mq;mq;mq;mq;1.120000;0.020000;-50;750.000000;3102.000000;mq;272.350000;mq;0;mq;0;mq;mq;mq;mq;4;220;1.000000;1.310000;0.020000;mq;6;3;mq;1;130.000000;
07987;20220216110000;1434.000000;270;2.000000;278.950000;mq;mq;0;7;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.800000;mq;mq;750.000000;mq;mq;272.050000;mq;0;0;0;mq;mq;mq;mq;2;310;7.000000;mq;mq;mq;9;9;mq;0;220.000000;
07566;20220217073000;1830.000000;90;2.000000;276.950000;269.670000;59;61;7;7;8;8;450;0;2;/;5.300000;mq;267.750000;mq;276.950000;1.100000;0.030000;-99;768.000000;3103.000000;mq;271.050000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;6;mq;mq;mq;
07599;20220217072000;1240.000000;310;14.000000;281.150000;276.990000;75;0;7;6;4;3;450;5;7;0;1.100000;mq;271.950000;mq;281.150000;0.090000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6;6;mq;mq;mq;
07888;20220217072000;1788.000000;0;0.000000;274.750000;273.740000;93;63;6;7;8;8;250;0;3;/;7.000000;mq;270.550000;mq;276.750000;0.700000;0.000000;-99;768.000000;3100.000000;mq;272.650000;mq;0;0;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;3;mq;2;240.000000;
07896;20220217072000;1416.000000;0;0.000000;274.450000;274.170000;98;61;0;6;8;8;1750;0;2;/;8.200000;mq;270.150000;mq;276.150000;0.880000;0.000000;-99;768.000000;3100.000000;mq;273.050000;mq;0;mq;mq;mq;mq;mq;mq;3;0;0.000000;mq;mq;mq;6;6;mq;1;130.000000;
07900;20220217063500;2040.000000;270;3.000000;273.750000;271.840000;87;84;7;4;9;9;mq;/;/;/;11.500000;mq;266.950000;mq;275.550000;1.000000;0.050000;-99;768.000000;3105.000000;mq;270.650000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;6;3;mq;0;160.000000;
07901;20220217070000;1867.000000;0;0.000000;273.450000;273.450000;100;69;7;6;9;9;mq;/;/;/;23.000000;mq;270.350000;mq;274.750000;1.320000;0.100000;-99;768.000000;3110.000000;mq;273.050000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;1;mq;0;160.000000;
07909;20220217073000;1700.000000;360;4.000000;276.750000;276.020000;95;61;6;7;9;9;mq;/;/;/;21.900000;mq;272.350000;mq;277.150000;1.450000;0.080000;-99;768.000000;3108.000000;mq;273.050000;mq;0;mq;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;6;6;mq;1;280.000000;
07939;20220217071500;1860.000000;0;0.000000;280.450000;272.970000;59;0;0;0;4;0;8000;0;0;2;0.000000;mq;268.350000;mq;281.150000;0.670000;0.000000;-99;768.000000;3100.000000;mq;268.150000;mq;0;0;5;mq;mq;mq;mq;2;360;11.000000;0.780000;0.000000;mq;3;1;mq;mq;mq;
